cliente_id,region,dispositivo,canal_adquisicion,segmento,edad,meses_antiguedad,visitas_mes,compras_mes,tiempo_app_min,gasto_marketing,satisfaccion,usa_cupon,abandono,ticket_promedio,ingreso_generado
NR100250,Bogotá,mobile,social_ads,nuevo,36.0,18,10,2,88.8,11.54,3.0,0,1,130424,433169
NR100251,Medellín,desktop,referido,premium,23.0,11,16,1,121.4,53.47,4.6,0,0,195611,393106
NR100252,Barranquilla,desktop,organico,nuevo,25.0,12,3,0,46.5,11.04,4.6,0,0,48200,54440
NR100253,Bogotá,mobile,social_ads,nuevo,40.0,8,8,0,74.1,68.09,4.3,1,0,113810,111319
NR100254,Bogotá,tablet,email,nuevo,25.0,3,5,1,100.1,35.63,2.8,0,1,107708,153614
NR100255,Medellín,mobile,paid_search,recurrente,39.0,7,5,0,16.5,63.86,4.3,0,0,114324,122166
NR100256,Bucaramanga,mobile,organico,nuevo,22.0,15,6,1,57.7,24.43,1.8,0,1,58857,120061
NR100257,Cali,desktop,social_ads,nuevo,50.0,13,6,1,77.8,28.19,2.5,0,0,76469,187088
NR100258,Cali,desktop,paid_search,nuevo,27.0,21,5,0,20.5,14.68,3.0,0,0,88119,108710
NR100259,Bogotá,desktop,organico,nuevo,32.0,10,6,1,38.8,6.18,3.7,1,0,46155,200252
NR100260,Cali,mobile,email,recurrente,37.0,9,7,0,36.7,41.62,2.4,0,1,153696,41587
NR100261,Bucaramanga,mobile,social_ads,recurrente,29.0,53,8,0,69.0,13.62,3.1,1,0,103245,283325
NR100262,Bogotá,desktop,referido,nuevo,35.0,8,6,0,65.8,15.86,4.4,0,0,91670,4365
NR100263,Medellín,mobile,email,recurrente,39.0,8,12,2,66.0,12.72,2.4,1,0,84662,406252
NR100264,Barranquilla,mobile,social_ads,premium,43.0,29,7,1,72.8,85.92,2.8,0,0,157252,293723
NR100265,Barranquilla,desktop,organico,recurrente,41.0,24,8,0,46.3,14.73,2.5,0,0,50330,125104
NR100266,Cali,mobile,paid_search,nuevo,32.0,11,12,2,113.0,13.6,5.0,0,0,120368,326576
NR100267,Cali,desktop,organico,recurrente,33.0,25,11,0,81.4,10.15,3.6,0,0,144724,181755
NR100268,Medellín,desktop,referido,nuevo,55.0,16,4,1,70.0,16.04,,0,0,83966,171303
NR100269,Bogotá,mobile,organico,nuevo,43.0,10,7,0,92.4,8.2,4.0,1,0,31605,170142
NR100270,Barranquilla,mobile,paid_search,nuevo,26.0,23,10,1,88.2,40.25,1.8,0,1,74375,191388
NR100271,Barranquilla,desktop,paid_search,premium,35.0,15,15,1,76.5,18.92,3.7,1,0,131484,270499
NR100272,Barranquilla,mobile,organico,nuevo,31.0,3,5,1,59.7,4.77,3.4,0,0,88093,131214
NR100273,Bucaramanga,desktop,organico,nuevo,33.0,23,3,0,15.8,12.67,4.1,0,0,140515,35278
NR100274,Medellín,desktop,social_ads,nuevo,23.0,14,6,3,47.9,10.22,2.3,0,1,117432,272044
NR100275,Medellín,desktop,organico,premium,30.0,37,12,1,92.5,16.63,4.9,0,0,259144,539768
NR100276,Barranquilla,tablet,organico,recurrente,50.0,26,4,0,84.6,5.24,4.1,0,0,135131,101520
NR100277,Cali,mobile,paid_search,nuevo,39.0,17,10,0,90.6,181.78,4.3,1,0,110143,102269
NR100278,Cali,mobile,email,recurrente,18.0,11,15,3,108.5,9.96,2.5,1,0,119827,500498
NR100279,Barranquilla,mobile,social_ads,recurrente,45.0,15,10,5,63.9,61.96,5.0,0,0,40679,232241
NR100280,Bucaramanga,mobile,paid_search,recurrente,44.0,7,6,1,63.2,234.57,1.7,1,0,36625,215092
NR100281,Medellín,mobile,social_ads,nuevo,31.0,17,5,1,34.9,30.02,2.3,0,0,131451,219425
NR100282,Medellín,mobile,paid_search,premium,40.0,39,9,0,72.4,47.83,3.9,0,0,164395,101503
NR100283,Bogotá,tablet,referido,nuevo,26.0,47,8,1,37.5,34.08,3.0,0,0,148991,204644
NR100284,Cali,mobile,organico,recurrente,30.0,32,8,1,70.2,13.87,2.2,0,0,58077,136380
NR100285,Bogotá,mobile,social_ads,nuevo,47.0,16,7,0,46.0,89.03,5.0,1,0,123645,0
NR100286,Medellín,mobile,email,nuevo,32.0,4,8,0,62.5,48.95,1.8,0,0,121540,145784
NR100287,Medellín,mobile,email,nuevo,18.0,14,7,0,45.7,6.48,1.7,1,0,84707,92712
NR100288,Bogotá,mobile,organico,recurrente,33.0,27,10,0,32.6,10.07,3.5,0,0,87475,103017
NR100289,Cali,mobile,paid_search,nuevo,33.0,25,5,1,79.5,115.25,3.3,0,0,65700,232556
NR100290,Bogotá,mobile,social_ads,recurrente,45.0,13,9,3,75.3,38.21,2.3,0,0,102480,488527
NR100291,Bogotá,DESKTOP,organico,nuevo,34.0,13,7,0,47.9,10.29,5.0,0,0,94604,84860
NR100292,Barranquilla,desktop,email,recurrente,30.0,20,14,9,130.7,26.36,4.4,1,0,86915,1003172
NR100293,Medellín,desktop,social_ads,premium,43.0,16,11,4,79.8,33.71,3.7,1,0,185165,956675
NR100294,Bogotá,desktop,email,recurrente,35.0,14,5,0,36.5,18.62,3.2,0,0,125737,49549
NR100295,Medellín,mobile,organico,recurrente,27.0,14,7,1,95.0,4.21,2.0,0,0,75361,292497
NR100296,Barranquilla,desktop,social_ads,recurrente,44.0,35,7,1,65.2,44.26,4.2,1,0,126735,313101
NR100297,Bogotá,desktop,social_ads,nuevo,36.0,7,6,0,44.6,105.16,3.4,0,0,70058,33877
NR100298,Cali,mobile,email,premium,34.0,12,7,2,32.9,49.48,3.7,0,0,138281,289132
NR100299,Bogotá,desktop,organico,nuevo,36.0,13,8,0,49.3,5.62,3.2,0,0,75686,6690
NR100300,Bogotá,mobile,organico,recurrente,24.0,17,6,1,38.8,1.85,2.6,1,0,103134,242723
NR100301,Medellín,desktop,paid_search,recurrente,29.0,15,5,0,41.7,52.36,4.2,0,0,104706,0
NR100302,Medellín,tablet,organico,nuevo,34.0,14,4,1,87.2,1.97,2.8,1,0,90589,52298
NR100303,Cali,mobile,social_ads,nuevo,32.0,7,12,2,116.9,32.18,3.0,1,1,90640,361003
NR100304,Cali,desktop,referido,recurrente,,15,9,1,64.1,32.27,3.5,1,0,113671,135324
NR100305,Bucaramanga,desktop,paid_search,premium,36.0,23,13,2,73.5,,2.2,1,1,189357,416148
NR100306,Medellín,tablet,email,premium,42.0,17,18,3,123.3,32.43,4.5,1,0,113263,564481
NR100307,Medellín,mobile,organico,recurrente,34.0,6,8,0,85.2,3.42,3.2,0,0,25000,23696
NR100308,Barranquilla,desktop,organico,recurrente,44.0,16,4,1,47.8,17.28,3.8,0,0,70929,50973
NR100309,Bogotá,mobile,organico,premium,38.0,15,13,6,157.1,6.11,4.2,1,0,239112,1778620
NR100310,Medellín,mobile,paid_search,nuevo,34.0,12,6,1,48.3,95.63,2.6,1,0,127484,246075
NR100311,Bogotá,mobile,referido,nuevo,34.0,17,6,0,46.3,34.73,3.3,1,0,83632,151190
NR100312,Bogotá,tablet,organico,recurrente,25.0,9,7,1,59.9,6.4,4.2,0,0,116269,166975
NR100313,Bucaramanga,desktop,social_ads,premium,39.0,23,8,0,53.2,16.66,3.2,0,0,51842,195659
NR100314,Barranquilla,desktop,paid_search,premium,34.0,45,10,1,47.7,51.37,4.5,0,0,105276,0
NR100315,Cali,tablet,referido,recurrente,29.0,25,8,0,77.6,6.87,2.9,0,1,86032,0
NR100316,Medellín,mobile,organico,nuevo,44.0,8,6,0,47.9,6.5,2.8,0,0,131209,0
NR100317,Bogotá,mobile,organico,recurrente,23.0,23,9,3,129.2,8.56,,0,0,124409,491118
NR100318,Bogotá,mobile,organico,nuevo,30.0,26,10,1,90.0,7.92,3.6,1,1,73168,267754
NR100319,Bogotá,mobile,paid_search,nuevo,43.0,19,7,0,64.5,17.1,2.0,1,0,61660,242475
NR100320,Medellín,mobile,organico,recurrente,,21,5,0,93.5,15.46,3.0,0,0,157653,133919
NR100321,Cali,mobile,email,nuevo,34.0,14,11,3,104.0,21.49,2.6,1,0,93107,487986
NR100322,Cali,mobile,social_ads,premium,36.0,6,9,1,84.9,92.97,4.3,1,1,107111,59836
NR100323,Bogotá,mobile,social_ads,recurrente,36.0,14,7,2,54.7,87.33,2.7,0,0,172374,461059
NR100324,Bucaramanga,mobile,social_ads,recurrente,20.0,7,10,1,67.7,77.54,3.5,0,0,129920,192994
NR100325,Cali,mobile,organico,nuevo,31.0,13,2,0,63.3,27.94,,0,1,81895,0
NR100326,Medellín,tablet,paid_search,nuevo,49.0,10,5,1,74.8,37.96,3.8,0,0,65015,139321
NR100327,Cali,desktop,referido,nuevo,28.0,7,10,3,71.8,11.45,3.1,0,0,142635,527917
NR100328,Medellín,tablet,email,premium,31.0,34,13,4,152.0,37.36,4.2,1,0,200664,1121189
NR100329,Bogotá,mobile,email,premium,29.0,15,13,3,90.1,11.16,3.5,1,0,169230,565236
NR100330,Medellín,mobile,email,recurrente,33.0,10,6,1,86.0,20.37,3.0,0,0,75376,126164
NR100331,Barranquilla,desktop,organico,nuevo,29.0,4,7,1,69.2,11.9,2.5,0,1,103916,247766
NR100332,Bogotá,mobile,organico,premium,38.0,25,9,2,85.8,16.66,4.0,0,1,118723,246698
NR100333,Bogotá,mobile,organico,nuevo,36.0,18,10,2,71.5,8.01,3.8,0,0,133525,256018
NR100334,Bogotá,mobile,paid_search,nuevo,41.0,50,3,0,49.1,3.27,2.5,0,1,129613,184464
NR100335,Bogotá,mobile,organico,recurrente,,9,2,0,7.3,16.04,2.5,0,1,101708,0
NR100336,Barranquilla,mobile,paid_search,premium,31.0,32,11,6,130.5,105.24,5.0,0,0,168610,1184944
NR100337,Cali,mobile,social_ads,nuevo,32.0,14,3,0,61.1,34.22,2.5,0,0,82448,66323
NR100338,Medellín,desktop,email,nuevo,38.0,8,9,1,110.8,32.34,3.9,0,0,139323,384683
NR100339,Bogotá,mobile,email,premium,27.0,11,16,1,93.9,48.07,4.7,0,1,149755,272603
NR100340,Medellín,mobile,referido,nuevo,42.0,16,13,2,66.7,,3.7,0,0,128904,390915
NR100341,Medellín,desktop,organico,nuevo,45.0,10,10,1,105.9,13.99,3.6,0,1,192671,357909
NR100342,Bogotá,mobile,organico,recurrente,25.0,6,10,3,79.2,10.66,3.6,1,0,97811,488191
NR100343,Medellín,mobile,social_ads,premium,30.0,7,8,1,1.0,157.74,2.7,0,0,94302,176263
NR100344,Medellín,desktop,paid_search,recurrente,29.0,21,11,1,87.2,58.09,4.2,0,0,126860,347930
NR100345,Cali,mobile,organico,premium,58.0,7,9,3,102.4,1.3,3.7,1,0,179532,659663
NR100346,Cali,mobile,paid_search,recurrente,30.0,9,13,2,115.4,41.66,4.1,0,0,82859,274526
NR100347,Bogotá,mobile,organico,nuevo,49.0,7,3,1,30.8,8.29,3.3,0,0,108049,121900
NR100348,Medellín,mobile,paid_search,premium,23.0,18,13,1,93.8,71.01,4.2,1,0,125159,240862
NR100349,Cali,mobile,paid_search,recurrente,25.0,60,7,2,82.2,36.77,3.7,0,0,58551,285022
NR100350,Medellín,desktop,paid_search,nuevo,28.0,21,9,0,77.4,55.75,2.8,0,0,113953,0
NR100351,Barranquilla,mobile,social_ads,recurrente,,8,6,0,41.0,86.17,3.9,0,0,107063,148903
NR100352,Cali,mobile,paid_search,nuevo,32.0,18,4,0,55.6,162.04,2.1,1,0,64041,127474
NR100353,Bogotá,mobile,organico,nuevo,28.0,9,6,1,84.8,3.22,4.4,1,1,80429,73743
NR100354,Bogotá,mobile,organico,nuevo,27.0,17,6,2,24.8,8.13,,1,0,98099,263204
NR100355,Cali,desktop,paid_search,recurrente,44.0,37,10,3,84.7,18.95,3.3,0,0,109842,477873
NR100356,Bogotá,mobile,email,premium,45.0,14,16,1,114.3,18.08,4.0,1,0,95603,350604
NR100357,Cali,mobile,email,recurrente,43.0,19,8,0,96.1,12.59,3.0,0,0,89675,131890
NR100358,Bucaramanga,mobile,social_ads,premium,39.0,15,11,2,116.3,62.93,3.2,0,0,192438,551869
NR100359,Cali,mobile,organico,nuevo,35.0,27,9,3,102.6,10.28,3.5,0,0,115616,484411
NR100360,Medellín,mobile,social_ads,nuevo,30.0,23,1,1,85.3,30.46,3.6,1,1,93703,257389
NR100361,Cali,desktop,social_ads,nuevo,25.0,12,7,2,90.9,45.8,4.6,0,0,131279,511796
NR100362,Medellín,mobile,paid_search,nuevo,37.0,23,8,1,15.4,28.94,3.2,1,0,98800,176711
NR100363,Medellín,mobile,social_ads,nuevo,23.0,17,4,1,43.9,71.84,3.3,0,0,92868,117271
NR100364,Bucaramanga,mobile,paid_search,recurrente,25.0,11,8,4,116.0,62.51,4.8,0,0,113418,637727
NR100365,Medellín,desktop,social_ads,premium,44.0,11,5,4,63.8,52.86,4.6,0,0,177594,921684
NR100366,Bucaramanga,mobile,social_ads,premium,51.0,17,14,4,132.4,9.28,3.0,0,1,203205,972281
NR100367,Bucaramanga,desktop,organico,nuevo,38.0,19,5,0,68.0,,3.2,1,0,59057,68267
NR100368,Bogotá,desktop,email,premium,44.0,13,13,3,136.0,8.07,4.8,1,0,216726,970007
NR100369,Bogotá,desktop,organico,nuevo,32.0,19,10,4,81.5,4.11,,0,1,102337,512355
NR100370,Bogotá,mobile,organico,nuevo,22.0,8,7,4,41.0,25.7,3.8,0,0,65100,333812
NR100371,Bogotá,mobile,referido,premium,40.0,6,11,2,77.5,11.26,2.2,1,0,195806,435946
NR100372,Bogotá,desktop,referido,recurrente,39.0,4,5,0,19.7,56.9,1.7,1,0,113178,63708
NR100373,Cali,tablet,organico,nuevo,35.0,21,6,0,44.0,11.46,2.6,1,0,137566,144630
NR100374,Bogotá,desktop,paid_search,recurrente,32.0,4,6,2,4.7,17.34,2.6,1,0,96491,201210
NR100375,Bogotá,mobile,organico,nuevo,43.0,19,2,0,41.8,12.59,3.9,0,0,89430,40170
NR100376,Barranquilla,mobile,paid_search,recurrente,25.0,10,11,1,85.7,26.32,4.9,0,0,111351,244374
NR100377,Bogotá,mobile,email,recurrente,27.0,12,9,3,92.6,66.44,4.2,0,0,58441,313688
NR100378,Barranquilla,Mobile,referido,premium,25.0,12,9,2,97.6,11.72,4.7,0,0,191397,535702
NR100379,Bogotá,mobile,social_ads,nuevo,35.0,58,11,2,89.3,22.06,4.0,0,0,151608,551608
NR100380,Bogotá,mobile,paid_search,nuevo,24.0,10,3,1,36.4,65.66,3.6,1,1,135871,141329
NR100381,Cali,desktop,social_ads,recurrente,28.0,7,8,0,88.2,39.3,2.6,0,1,119437,48018
NR100382,Cali,mobile,paid_search,recurrente,28.0,44,9,0,79.5,90.45,3.9,0,0,137065,65085
NR100383,Barranquilla,desktop,referido,nuevo,32.0,5,9,1,68.4,31.0,3.0,1,1,98942,167631
NR100384,Cali,mobile,email,recurrente,21.0,6,10,5,94.6,18.45,,0,0,146001,797919
NR100385,Barranquilla,mobile,social_ads,premium,35.0,26,17,2,87.7,47.32,4.3,0,0,226914,587137
NR100386,Bogotá,mobile,paid_search,premium,45.0,19,10,2,107.5,93.87,3.9,0,0,171346,549115
NR100387,Bogotá,desktop,paid_search,premium,35.0,11,9,1,70.6,128.12,3.2,0,0,162647,335526
NR100388,Barranquilla,mobile,organico,premium,48.0,7,14,5,129.2,10.86,4.2,1,0,136801,825692
NR100389,Barranquilla,mobile,email,recurrente,46.0,2,14,2,47.9,26.54,2.9,0,0,66793,201921
NR100390,Bucaramanga,tablet,paid_search,premium,41.0,38,9,5,97.0,69.65,,0,0,146655,907067
NR100391,Medellín,mobile,paid_search,nuevo,35.0,23,9,2,82.1,72.62,2.5,0,0,51703,185308
NR100392,Medellín,mobile,paid_search,recurrente,34.0,35,5,2,37.3,52.72,3.7,0,0,172056,463081
NR100393,Barranquilla,mobile,email,nuevo,41.0,29,11,1,59.9,104.82,1.1,1,1,129108,202107
NR100394,Medellín,mobile,organico,recurrente,30.0,20,7,0,74.0,10.5,5.0,0,0,90614,0
NR100395,Bucaramanga,desktop,email,nuevo,18.0,9,8,2,85.9,3.47,3.0,1,0,59190,285607
NR100396,Barranquilla,mobile,email,premium,38.0,7,8,0,67.2,13.03,4.4,1,0,186325,171600
NR100397,Medellín,mobile,referido,nuevo,24.0,31,11,1,104.9,13.08,1.5,0,0,54328,151135
NR100398,Barranquilla,mobile,paid_search,nuevo,25.0,10,14,2,104.4,17.61,2.6,0,0,65143,257107
NR100399,Barranquilla,desktop,organico,recurrente,34.0,7,11,2,113.1,3.64,4.3,1,1,71440,251008
NR100400,Bogotá,mobile,paid_search,nuevo,33.0,9,12,1,59.5,63.04,3.7,0,0,124825,246306
NR100401,Bucaramanga,mobile,paid_search,nuevo,21.0,32,10,0,72.3,20.46,2.9,1,0,100269,78954
NR100402,Medellín,mobile,organico,nuevo,35.0,7,8,2,74.8,5.89,5.0,1,0,112527,343398
NR100403,Barranquilla,mobile,social_ads,recurrente,43.0,11,11,3,61.5,27.91,2.4,0,0,102133,338657
NR100404,Medellín,mobile,paid_search,recurrente,24.0,14,11,4,133.3,29.71,4.6,0,0,148009,765604
NR100405,Bucaramanga,mobile,email,recurrente,45.0,17,10,1,63.0,20.27,3.0,0,0,104752,201928
NR100406,Medellín,desktop,organico,recurrente,20.0,7,10,5,105.6,6.63,3.1,0,1,182060,995150
NR100407,Bogotá,mobile,social_ads,recurrente,53.0,13,6,0,43.5,22.12,1.5,0,0,170320,0
NR100408,Bucaramanga,tablet,email,nuevo,30.0,26,6,0,79.3,55.49,,1,0,65460,256576
NR100409,Bogotá,tablet,email,nuevo,35.0,50,9,0,58.2,38.61,3.3,0,1,96612,82069
NR100410,Bogotá,mobile,email,recurrente,18.0,6,11,0,64.4,16.97,3.3,0,0,119980,64098
NR100411,Bucaramanga,mobile,email,nuevo,33.0,7,2,0,41.9,34.46,2.6,0,1,60015,43105
NR100412,Bucaramanga,mobile,referido,nuevo,36.0,8,5,1,58.9,46.44,3.1,1,0,118410,273196
NR100413,Cali,desktop,paid_search,recurrente,33.0,22,7,3,63.3,21.65,3.4,0,0,140896,546784
NR100414,Cali,mobile,paid_search,recurrente,29.0,6,9,1,52.8,47.18,2.9,0,1,102115,199186
NR100415,Medellín,mobile,organico,nuevo,25.0,13,5,1,45.1,4.82,2.5,1,0,118828,272829
NR100416,Bogotá,mobile,organico,nuevo,44.0,12,4,0,44.4,6.11,3.6,0,1,93645,0
NR100417,Medellín,tablet ,organico,premium,34.0,52,8,3,84.6,20.79,5.0,0,0,214377,743712
NR100418,Cali,desktop,organico,premium,48.0,9,5,1,48.1,8.07,4.1,0,0,143254,218596
NR100419,Barranquilla,mobile,organico,recurrente,29.0,9,7,0,32.4,21.82,3.6,1,0,37360,102614
NR100420,Barranquilla,desktop,organico,recurrente,30.0,22,9,2,49.2,8.46,4.1,0,0,61680,225158
NR100421,Barranquilla,mobile,organico,recurrente,41.0,18,15,3,80.9,8.03,3.4,0,0,148812,443812
NR100422,Bogotá,mobile,referido,premium,19.0,9,8,1,73.9,11.51,3.3,1,0,164214,477683
NR100423,Medellín,desktop,organico,premium,23.0,33,11,5,119.5,8.74,2.6,0,0,184381,1201332
NR100424,Bogotá,mobile,email,nuevo,44.0,5,8,1,42.3,34.02,2.9,1,0,104032,158723
NR100425,Medellín,mobile,organico,premium,23.0,14,12,1,88.8,1.8,3.3,0,1,88293,233633
NR100426,Medellín,mobile,referido,nuevo,18.0,11,10,1,81.2,33.24,2.4,1,1,67183,129147
NR100427,Bucaramanga,desktop,email,nuevo,51.0,13,8,0,101.0,3.68,3.4,1,1,118391,59838
NR100428,Medellín,desktop,social_ads,recurrente,21.0,8,4,0,98.9,33.23,3.0,1,0,162850,90901
NR100429,Bogotá,desktop,social_ads,recurrente,36.0,13,10,1,96.4,17.48,3.7,0,0,71846,181612
NR100430,Bogotá,desktop,organico,premium,35.0,16,6,4,93.7,6.07,3.2,0,0,242001,3374391
NR100431,Barranquilla,mobile,referido,nuevo,18.0,1,8,1,78.3,19.03,2.0,0,0,75333,221930
NR100432,Cali,mobile,email,recurrente,32.0,10,9,2,59.7,41.19,4.0,1,0,120316,341032
NR100433,Bogotá,mobile,email,premium,38.0,8,11,2,57.0,39.52,4.6,0,0,174730,340925
NR100434,Bogotá,mobile,social_ads,premium,37.0,42,9,2,41.5,16.69,3.2,0,0,211604,524329
NR100435,Cali,mobile,paid_search,nuevo,42.0,19,8,2,76.1,59.12,3.1,1,1,122156,431280
NR100436,Bogotá,tablet,email,nuevo,31.0,7,6,2,49.7,26.17,,1,0,97150,274630
NR100437,Barranquilla,mobile,paid_search,recurrente,40.0,10,9,3,99.3,81.77,4.1,0,0,143943,569225
NR100438,Cali,mobile,social_ads,nuevo,28.0,12,6,1,35.5,32.57,1.8,0,0,139446,333219
NR100439,Bogotá,mobile,organico,premium,21.0,10,12,2,91.0,7.5,4.8,0,0,197248,590469
NR100440,Bogotá,mobile,referido,premium,22.0,20,11,3,71.4,1.57,2.9,0,0,117839,405677
NR100441,Bucaramanga,tablet,organico,nuevo,21.0,38,11,1,45.9,6.22,2.1,1,0,101906,132224
NR100442,Medellín,mobile,organico,nuevo,43.0,1,5,0,33.1,6.0,2.8,1,0,88625,0
NR100443,Medellín,mobile,social_ads,nuevo,20.0,11,7,0,43.2,20.08,2.8,1,0,93787,114002
NR100444,Barranquilla,desktop,email,premium,36.0,49,15,4,106.5,4.94,4.2,0,0,102521,679583
NR100445,Bucaramanga,mobile,social_ads,nuevo,32.0,12,7,3,62.1,73.03,3.7,1,0,129469,537637
NR100446,Bucaramanga,mobile,organico,recurrente,33.0,17,4,1,33.4,20.32,4.8,0,0,102038,89642
NR100447,Barranquilla,mobile,organico,recurrente,46.0,2,7,1,45.8,8.72,2.5,0,0,153737,281822
NR100448,Medellín,mobile,email,recurrente,30.0,33,11,1,1.0,15.51,4.2,0,0,153097,130132
NR100449,Bogotá,tablet,referido,nuevo,40.0,6,6,1,51.9,11.98,2.1,0,0,83880,323434
NR100450,Barranquilla,desktop,email,nuevo,34.0,19,9,0,64.5,62.4,2.1,0,0,69221,63540
NR100451,Medellín,mobile,paid_search,premium,33.0,7,10,0,57.7,59.82,,1,0,159086,44836
NR100452,Medellín,desktop,referido,premium,55.0,1,7,1,67.8,15.07,2.2,0,1,166150,249852
NR100453,Bucaramanga,mobile,paid_search,recurrente,21.0,18,9,2,97.0,171.48,3.8,0,0,91298,379341
NR100454,Bogotá,mobile,social_ads,nuevo,46.0,23,8,1,89.9,77.71,4.4,0,0,150846,302435
NR100455,Medellín,mobile,paid_search,nuevo,40.0,14,9,0,85.3,105.69,4.0,1,0,108898,166050
NR100456,Bogotá,mobile,paid_search,recurrente,30.0,5,8,1,53.1,42.15,2.0,0,0,143193,270877
NR100457,Medellín,mobile,email,nuevo,49.0,56,8,2,52.2,41.49,5.0,1,1,69857,212855
NR100458,Bogotá,mobile,social_ads,premium,18.0,23,13,1,70.3,32.32,3.9,1,1,77013,205124
NR100459,Bogotá,tablet,paid_search,recurrente,29.0,16,6,0,67.5,53.19,4.5,1,0,168233,168016
NR100460,Bogotá,mobile,organico,nuevo,23.0,30,6,1,67.1,14.35,3.2,0,1,76654,57570
NR100461,Cali,mobile,organico,premium,,10,7,1,46.6,14.33,3.7,1,0,141589,218908
NR100462,Barranquilla,mobile,social_ads,premium,24.0,45,13,5,130.3,72.6,4.0,0,0,141779,944430
NR100463,Cali,mobile,organico,nuevo,38.0,23,6,0,29.8,1.25,5.0,0,0,101822,0
NR100464,Bucaramanga,mobile,organico,recurrente,32.0,28,13,3,83.1,4.41,4.7,0,0,88957,421827
NR100465,Medellín,mobile,social_ads,nuevo,30.0,11,5,0,55.6,33.56,3.2,1,0,78090,67768
NR100466,Bogotá,desktop,social_ads,recurrente,37.0,6,11,1,94.5,76.69,3.0,0,0,109971,234613
NR100467,Barranquilla,mobile,email,nuevo,32.0,16,4,0,73.3,19.97,3.8,1,0,41614,119948
NR100468,Bogotá,mobile,paid_search,recurrente,24.0,10,8,1,73.3,19.51,1.7,0,0,149055,154698
NR100469,Bucaramanga,mobile,email,premium,59.0,48,10,2,51.8,27.22,2.1,1,0,165926,402241
NR100470,Bogotá,mobile,referido,recurrente,30.0,4,9,1,93.1,30.8,2.4,1,0,149081,388674
NR100471,Bucaramanga,mobile,email,nuevo,18.0,35,6,0,31.3,7.12,3.5,1,0,92618,0
NR100472,Bogotá,desktop,social_ads,recurrente,26.0,3,6,3,61.7,23.01,4.5,0,0,176898,724550
NR100473,Bucaramanga,mobile,paid_search,nuevo,23.0,7,5,0,29.3,30.37,2.1,1,0,123255,30348
NR100474,Medellín,mobile,referido,premium,41.0,3,15,4,105.0,16.4,5.0,0,0,223377,1019120
NR100475,Bucaramanga,mobile,organico,recurrente,37.0,10,4,0,25.3,11.52,2.7,0,0,103315,46646
NR100476,Bogotá,mobile,organico,nuevo,38.0,12,7,1,73.8,10.98,3.7,1,0,107213,326923
NR100477,Medellín,mobile,paid_search,nuevo,31.0,9,5,0,60.1,43.81,2.7,0,0,108128,0
NR100478,Bucaramanga,desktop,organico,recurrente,31.0,19,6,1,76.8,7.98,3.2,0,0,83344,155961
NR100479,Medellín,mobile,referido,nuevo,31.0,12,9,2,82.1,,,0,0,111911,392650
NR100480,Cali,desktop,social_ads,recurrente,33.0,2,10,2,83.9,98.77,3.0,0,0,117189,410361
NR100481,Cali,mobile,social_ads,nuevo,42.0,7,7,2,47.8,99.31,2.6,1,0,125208,462705
NR100482,Medellín,desktop,social_ads,nuevo,37.0,11,5,1,42.1,82.59,3.9,1,0,152226,164695
NR100483,Cali,mobile,paid_search,recurrente,39.0,29,4,2,57.6,39.03,4.3,0,1,124839,217138
NR100484,Cali,desktop,organico,premium,38.0,15,10,4,90.6,3.03,,0,0,188551,942000
NR100485,Bucaramanga,mobile,social_ads,premium,42.0,10,16,1,84.9,72.32,4.1,0,0,141984,241000
NR100486,Bogotá,tablet,social_ads,nuevo,37.0,4,4,0,60.0,35.88,3.7,1,0,139326,130910
NR100487,Bogotá,mobile,paid_search,nuevo,37.0,16,8,1,117.6,130.72,4.8,0,0,142286,349661
NR100488,Bucaramanga,mobile,email,nuevo,45.0,33,7,1,72.3,5.87,3.0,1,1,129687,112451
NR100489,Bucaramanga,mobile,organico,recurrente,28.0,11,4,0,33.0,7.03,4.3,1,0,41453,189009
NR100490,Medellín,desktop,organico,recurrente,26.0,7,7,1,80.6,26.5,3.5,0,0,147437,284756
NR100491,Cali,mobile,organico,premium,23.0,21,14,1,72.1,11.27,3.6,0,0,142325,225985
NR100492,Bogotá,desktop,paid_search,premium,36.0,30,10,2,86.8,25.46,3.3,0,0,204749,545627
NR100493,Bogotá,mobile,email,recurrente,18.0,12,16,2,108.6,2.58,3.9,0,0,152728,1955928
NR100494,Medellín,mobile,email,recurrente,38.0,23,12,5,108.5,26.33,2.8,0,0,93321,643336
NR100495,Medellín,mobile,paid_search,premium,33.0,10,12,3,78.3,98.52,3.1,0,0,79200,418578
NR100496,Cali,tablet,social_ads,premium,44.0,23,11,2,83.8,125.68,4.5,1,0,171698,454633
NR100497,Bogotá,desktop,email,nuevo,,34,6,0,43.1,7.48,4.8,0,0,98147,77530
NR100498,Bucaramanga,tablet,organico,nuevo,32.0,26,2,0,30.2,14.22,2.0,0,0,109232,21435
NR100499,Bucaramanga,mobile,organico,recurrente,44.0,20,11,3,51.9,3.04,2.9,0,0,99930,412336
NR100500,Cali,mobile,referido,nuevo,46.0,42,7,2,66.7,22.51,3.7,0,1,120649,314314
NR100501,Medellín,desktop,social_ads,nuevo,28.0,12,5,0,98.6,17.38,2.7,0,0,117235,0
NR100502,Bogotá,mobile,referido,nuevo,36.0,20,9,2,20.7,22.18,1.8,0,0,61824,128006
